OTU	Rank1	Rank2	Rank3	Rank4	Rank5	Rank6	Rank7	CS4	CS5	CS6	M10	M11	M12	M13	P1	P12	P2	P3	P4
beb8eb571454a3e380c0da82f4d09c06	d__Bacteria	p__Desulfobacterota	c__Syntrophobacteria	o__Syntrophobacterales	f__uncultured	g__uncultured	s__uncultured_delta	1528	1425	688	1443	487	1152	611	377	213	100	1016	861
a4f1e3134f56198effbcc1c94dfb53f0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__B2M28	f__B2M28	g__B2M28	NA	1296	1684	701	1098	427	1040	486	428	192	239	816	1165
1e68fad721963acf9e5cca38159000f2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	NA	4164	196	376	1473	522	656	591	227	185	0	578	176
727364bb9309f48fd33f249075b08e7d	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	164	355	623	335	1992	1577	777	1848	606	129	371	364
5e08a1a03370b1774def4dfc65d7d809	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfobulbaceae	g__uncultured	NA	1382	1221	449	1173	366	923	561	313	156	90	838	693
8fa4f5fafa42cfaf02db530a14bd9931	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	NA	NA	229	266	499	279	1001	724	1051	1617	442	33	845	362
d7918ddb2a0de46cea9dea71adc0c89f	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	NA	611	1000	1427	720	520	517	395	284	154	15	514	1054
73693e0f257ccd3f0ac04011381c3bb5	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	NA	616	908	922	740	507	529	287	331	145	71	767	1158
439f604a4b9c9fab605893525610ea1d	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	NA	87	108	234	89	668	635	932	754	3112	13	136	131
eb4ad0da7bacdd6fee0560c38b83d8bd	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Sandaracinaceae	g__uncultured	NA	749	1258	656	377	579	591	308	330	316	75	735	800
eaf7f6db6a17df645854501639c35290	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	540	1111	748	583	313	944	262	257	114	76	822	953
fe73dbcce8aa365852f4edee2d1dcfe9	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	NA	2889	146	367	1149	375	388	474	140	99	0	339	111
eec8b713130b69209f63fbbb8c86c91a	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	NA	715	928	830	627	392	513	418	298	175	75	437	936
666a022b514bf5baa824852b3a36c200	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	473	1119	505	400	427	601	327	208	97	55	745	1348
defe02f974eeb490e406fe04c9af8271	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	NA	2664	148	329	1331	340	422	337	148	121	0	293	121
e55b324158f3a81d26ea0c9a94c7c0ea	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Silicimonas	NA	75	191	536	116	939	581	451	1050	455	543	239	183
0ca79d9147304255e9289d235ed3a4bc	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	428	848	550	531	276	580	182	175	80	140	615	865
e77a5ad2be1cf9c381d1a1847af5d1c1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	s__uncultured_actinobacterium	488	964	801	397	356	324	261	193	109	0	311	929
074006d05ce60ea258610314c143b325	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	557	748	457	292	325	777	231	150	96	87	405	981
85fa1b0c223c944dd6fd9743092dc620	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	399	865	612	432	255	666	192	184	70	52	632	756
68a41c34ec5e9aac773c0e461d722cac	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA	0	0	0	0	0	0	0	0	0	51	0	0
4d62afcff6e627af6bd699f8c6e7d9d1	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	NA	131	136	507	237	798	213	566	1036	718	217	307	157
2f7de0da1acdcefee54c94707d86c5bc	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__B2M28	f__B2M28	g__B2M28	NA	592	813	491	658	255	644	276	251	116	149	456	361
6ab61e1be786804ca867220d8b79068f	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Maritimimonas	s__uncultured_marine	112	78	425	171	881	455	1091	1072	167	80	290	131
deca1bae5afc3e42840c06a09262037c	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Robiginitalea	s__bacterium_AMSU	475	584	880	414	323	413	460	236	95	141	371	499
ee7a970df451c4231516074e3aaa03dd	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichaceae	g__Sva0996_marine_group	NA	144	177	259	210	839	270	1243	525	528	0	426	190
110f9f63f013d6dcea67f66fb41ec120	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	422	711	432	422	306	730	167	128	96	53	470	669
2a8e0bbdf2beb2a0a99c18a281d90e34	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__uncultured	NA	513	375	360	571	238	412	392	583	76	0	502	479
4bb090a1c28c6766464bda0646c0bad5	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	NA	NA	NA	NA	133	224	318	237	705	542	986	273	572	51	284	172
592b2102353f3ef7e1324a764b505c8a	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Micrococcus	NA	39	0	0	36	556	0	75	59	78	59	49	79
589c256b33a4c543341e47cd0914b505	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	NA	NA	82	92	468	206	1159	330	551	744	121	196	346	84
dfe3ab6c452b06cda5a346fa344db032	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	126	324	1361	285	539	129	513	134	436	0	80	450
997fc4efbeb9cd58b84c7546a12568c4	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	s__uncultured_actinobacterium	384	766	991	344	293	325	229	197	108	0	337	368
c620219c8b28055c303fed798c10e3d4	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	401	675	396	273	216	437	151	150	71	41	534	927
579bc326dee0451ec0130bf5118606b1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales_Incertae_Sedis	g__Anderseniella	NA	150	287	675	489	343	333	196	325	800	96	204	370
7c3b6fa8bf8641dbd1c377b12c208f72	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__B2M28	f__B2M28	g__B2M28	NA	475	601	335	552	233	497	200	168	172	127	355	303
82c4f05ebf8f0400e0013557c4235cfe	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Maribacter	NA	93	77	590	200	521	240	512	619	531	217	222	148
65df9a3c302107e87968f174492bf2cc	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	NA	402	555	835	281	333	303	179	283	128	95	278	290
2f8f81a93b194d3aaf1f2e9aea4ba066	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Rhodothermales	f__Rhodothermaceae	g__uncultured	NA	413	542	439	396	304	365	228	178	101	31	408	528
85b850919b78b6ed9848839819269c40	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	402	681	286	248	198	416	220	116	65	0	444	809
ed36f34641a0b88379ca74fa7fc119d9	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	NA	NA	71	55	166	64	224	136	123	389	2414	0	128	85
3e1d8003526585e26bde5e227c6a4160	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	232	532	530	240	206	370	115	99	45	155	589	651
4eeccc5e8265126cf999e9003e66c691	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Silicimonas	NA	406	526	601	234	320	269	149	242	125	21	190	651
4a0c136660f7359328e582174b26b053	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	s__uncultured_actinobacterium	400	754	627	325	201	185	173	191	93	0	216	545
9b71d6e09b0b648d22c9e53a14549f3a	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__Actinomarinales	g__Actinomarinales	s__uncultured_bacterium	412	667	628	264	259	246	150	144	113	15	210	499
abe85de55746a5d2db5fd8dc8d99977d	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	389	706	477	365	180	371	201	123	58	0	371	317
f634dddd78e8f19e54941a9e68b2781e	d__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	NA	0	0	0	0	0	0	0	0	0	3537	0	0
2f156d541503911b0722d7d45dd34401	d__Bacteria	p__Gemmatimonadota	c__BD2-11_terrestrial_group	o__BD2-11_terrestrial_group	f__BD2-11_terrestrial_group	g__BD2-11_terrestrial_group	s__uncultured_bacterium	318	706	432	492	264	201	141	135	107	36	395	286
5272d5e4184d9e471e3a77a8891e7cdf	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	NA	0	0	0	0	0	0	0	0	0	45	0	23
1c0b1639a6c1f9b07349e332ec3bbc23	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA	39	6	3	6	983	0	552	0	1471	0	0	45
e1b189596deea9d907d966ce185db682	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	27	47	63	49	51	31	43	67	2838	0	32	69
2a47d1ef68eefe7e0ea73b17a7a8ee17	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichaceae	g__Sva0996_marine_group	s__uncultured_organism	140	131	138	166	321	123	310	493	1178	0	187	109
90985ddf8ccd28255bd6901fbe50f765	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	108	150	452	176	387	169	171	483	319	263	373	211
3fe721319ff73554564c8d9d384ece25	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Cohaesibacter	s__uncultured_Alphaproteobacteria	72	87	262	124	442	258	480	674	127	251	225	128
f470de25d36414abcb3affb3e2f6826c	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__B2M28	f__B2M28	g__B2M28	NA	182	273	563	442	117	528	152	88	147	169	256	176
fe7b4bd1f1d0e431378c7cf03f75d5ec	d__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	NA	85	38	158	1346	75	456	153	211	106	213	194	45
6538f99c551121aed7e51a9809c25612	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	168	389	595	159	142	504	129	160	44	218	277	293
9670ce04215b8b98334d08473cea9144	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Schleiferiaceae	g__Schleiferia	s__uncultured_Bacteroidetes	70	66	197	52	509	298	962	367	311	0	136	86
80e4d0f10aeb829f488c841ad29fb164	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Shimia	NA	121	128	197	304	126	167	192	116	99	0	64	1537
c6be6356b5359957f874b81f954d3668	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	195	307	432	212	201	309	233	93	40	107	359	545
1001f8e102ed307b5694db8773696504	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__BD7-8	f__BD7-8	g__BD7-8	s__uncultured_gamma	270	481	473	241	169	288	177	134	99	59	294	321
3b4e2d88000ca038858952ab51ff185e	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__uncultured	s__uncultured_delta	108	84	223	204	168	133	556	1045	105	18	224	132
c7eed7654f0845acbaf6c249908494e9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Actibacter	s__uncultured_Bacteroidetes	143	68	145	200	192	126	738	248	110	357	214	400
0255de0c08e958e495b574326ee266e9	d__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Actinomarinales	f__uncultured	g__uncultured	s__uncultured_actinobacterium	373	521	531	237	203	245	47	148	68	13	227	327
2cf75b92a0b87ba6b301cfa79b0249b3	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA	0	0	0	0	0	0	0	0	0	0	0	43
ecf7890e5c5c1dbf018e1bfd9e193fbd	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA	0	0	0	0	0	0	0	0	0	23	0	26
101aa053300785dd59f88bdd3116b8a2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Granulosicoccales	f__Granulosicoccaceae	g__Granulosicoccus	s__uncultured_gamma	78	69	171	107	444	224	262	812	251	164	162	86
3f0b76d077712aa9ff1979b29345d65a	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	36	107	412	127	473	446	263	431	224	41	109	150
64830130ec0ce3b538dbc4530f081bb1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_brevis	0	0	0	0	0	0	0	0	13	6	0	0
3f9dfd76d536ec22eecfc516f818394e	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	NA	741	546	207	101	122	169	151	76	123	0	162	393
dc7988e8e476c675240bf7f0241136df	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	NA	NA	0	0	0	0	0	0	0	0	0	42	0	0
0663bdc940b936d3590d56470b9ff3f9	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Sva0081_sediment_group	NA	414	254	230	292	114	305	116	136	99	87	494	223
97130c152bfe79af5371084883b6675c	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	59	85	494	180	574	208	80	655	162	55	118	92
8b507b6a3404074d350529068cb58c4a	d__Bacteria	p__Calditrichota	c__Calditrichia	o__Calditrichales	f__Calditrichaceae	g__Calditrichaceae	NA	368	318	339	234	195	224	137	115	85	122	329	195
310ced6b4820028ad4fd5f9b1ea2f6d7	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	262	384	450	193	218	187	143	157	83	72	117	369
28ca90f8f04a4d36d7dfb0ea6de3f8b4	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	NA	438	563	362	434	326	6	12	9	16	0	203	0
5599adffdbb34347478de9a2c669237d	d__Bacteria	p__Bacteroidota	c__Chlorobia	o__Chlorobiales	f__Chlorobiaceae	g__Prosthecochloris	NA	0	0	0	0	0	0	0	0	21	2364	2	0
9b3993117f5b6acbc8d9df84144a1583	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Pseudohongiellaceae	g__Pseudohongiella	NA	383	397	224	339	97	271	120	87	94	26	241	335
6bdef2b939576a9d8d5fcf87aa5f2181	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	NA	NA	NA	NA	187	584	163	158	126	378	194	99	31	40	342	308
ad2273414be1b75d342359cae815ca9a	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	36	92	310	199	552	312	148	522	84	26	117	206
5c07fa95d7adace3d5a030e95be1d784	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	214	469	379	329	145	288	78	66	0	0	339	263
a66b6948270d7eb488d4a49d9be412d4	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	40	44	176	52	512	326	216	737	264	0	89	79
ce6ba0666b2839bdc5bf67ad1d060a70	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	58	95	406	94	384	145	254	439	116	156	148	186
881b963bc2488481f838d1d38aa0a46c	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muriicola	s__uncultured_bacterium	159	283	559	122	340	117	246	156	64	0	209	212
828079cc73616e0c63edba6f842e4bba	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter_gangjinensis	56	69	229	305	400	170	248	536	103	0	254	92
21eb1c200e957b7b56a1ee7e604484f6	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	88	149	449	212	160	201	296	285	110	0	96	393
67e9e9fb48095ee66a02d0cd66137c23	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	231	493	190	208	147	233	89	78	45	63	264	393
bfe82c46a43b7b6076f80acb3209ddf7	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__B2M28	f__B2M28	g__B2M28	NA	314	412	181	260	97	267	115	85	66	23	355	199
9b38e87cf8d51e278655ec509be163af	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Sva0081_sediment_group	NA	354	279	202	244	170	304	89	114	57	43	323	193
4972c43aa09eceb596edaf009010883f	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Phormidiaceae	g__Arthrospira_PCC-7345	NA	0	0	0	0	0	0	0	0	0	14	0	82
5c4eda92f4a7fb6c5926030e57e43e27	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Schleiferiaceae	g__Schleiferia	s__uncultured_Bacteroidetes	50	69	202	60	379	213	728	282	188	0	90	85
46d2c49c8b3bee6e734172c6a7a1f158	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosarcinaceae	g__Sva0081_sediment_group	NA	507	293	188	209	112	248	88	97	98	54	251	176
6eace15cb40d7c5fa8ec9862e3bf4254	d__Bacteria	p__Gemmatimonadota	c__PAUC43f_marine_benthic_group	o__PAUC43f_marine_benthic_group	f__PAUC43f_marine_benthic_group	g__PAUC43f_marine_benthic_group	s__uncultured_bacterium	193	333	208	219	206	179	143	112	52	0	264	381
5fc03b9b49cceecb3a3b38b5103e8ebc	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__uncultured	s__uncultured_marine	47	55	291	126	461	66	248	581	110	0	244	54
1b77e160a7702d72e55a12155673213e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	159	349	133	206	143	366	148	78	37	14	283	365
56a9cd90759cccbf9491ddf94a67c328	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Atopobium	s__Atopobium_vaginae	0	0	79	897	7	0	590	4	671	0	0	8
78009c6691a6ea5cf1cb4171c1013cce	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	NA	NA	39	39	58	129	477	237	124	804	50	7	223	68
dac9a6a9c41af292402a9f21e8d1262c	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__PHOS-HE36	g__PHOS-HE36	NA	313	238	327	259	123	265	157	131	41	0	175	222
f40da5afa71e8fda00959e30dd0c4516	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Marixanthomonas	NA	218	282	309	140	192	165	223	122	76	0	189	314
04fe4880591818aa1eed256e5eeaea01	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__uncultured	f__uncultured	g__uncultured	s__uncultured_Rhodobacteraceae	131	209	299	268	143	142	109	120	286	53	258	209
24d565a8b9f888ee7a5ba1710ea8266d	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	NA	NA	NA	NA	212	420	210	244	135	164	108	46	62	33	255	330
909f6db3f2cedfbe05f846824d24bf39	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	94	385	287	124	217	282	149	86	32	0	257	308
470b4958754b8d0457f1954db11462b3	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	172	370	195	145	137	308	114	104	30	53	236	338
18a6de434a907d50f34b087b0c0a4e47	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	NA	NA	290	199	281	121	183	267	268	89	51	35	178	222
73877d999aaa908dc5846fb3af4e1a8e	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Marinobacteraceae	g__Marinobacter	NA	106	452	70	634	107	279	79	101	56	0	152	116
2a5f22c56e03853e99f9ef6535795edc	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Woeseiaceae	g__Woeseia	NA	67	119	141	124	168	438	202	285	109	149	156	176
